Item_ID,Brand_ID,Category,Material,Item_Price_USD,Expected_Wear_Frequency_per_month,usage_label
ITEM-003897,BRAND-2371,Sweater,Organic Cotton,175.13,1,Low
ITEM-003898,BRAND-2894,T-shirt,Hemp,107.92,10,High
ITEM-003899,BRAND-1088,Skirt,Tencel,233.47,1,Low
ITEM-003900,BRAND-0606,Jacket,Tencel,610.24,1,Low
ITEM-003901,BRAND-2946,Sweater,Vegan Leather,529.95,3,Low
ITEM-003902,BRAND-1814,Sweater,Tencel,74.52,5,Medium
ITEM-003903,BRAND-4515,Coat,Hemp,299.67,1,Low
ITEM-003904,BRAND-3761,Skirt,Recycled Polyester,204.27,1,Low
ITEM-003905,BRAND-1558,T-shirt,Organic Cotton,61.12,8,Medium
ITEM-003906,BRAND-0219,Dress,Bamboo Fabric,335.15,1,Low
ITEM-003907,BRAND-1169,Shorts,Hemp,152.1,2,Low
ITEM-003908,BRAND-3348,Coat,Vegan Leather,1381.91,1,Low
ITEM-003909,BRAND-2270,Jacket,Tencel,238.4,5,Medium
ITEM-003910,BRAND-2872,Sweater,Tencel,674.84,3,Low
ITEM-003911,BRAND-4166,T-shirt,Tencel,19.2,12,High
ITEM-003912,BRAND-0194,Activewear,Tencel,51.08,5,Medium
ITEM-003913,BRAND-2630,Shorts,Organic Cotton,138.13,3,Low
ITEM-003914,BRAND-2952,Dress,Recycled Polyester,336.38,2,Low
ITEM-003915,BRAND-3250,Sweater,Tencel,383.1,2,Low
ITEM-003916,BRAND-3086,Sweater,Organic Cotton,180.84,5,Medium
ITEM-003917,BRAND-3959,Skirt,Vegan Leather,182.8,1,Low
ITEM-003918,BRAND-1321,T-shirt,Tencel,61.63,11,High
ITEM-003919,BRAND-2270,T-shirt,Tencel,86.87,8,Medium
ITEM-003920,BRAND-2107,Coat,Tencel,265.25,1,Low
ITEM-003921,BRAND-1645,Blouse,Hemp,275.62,3,Low
ITEM-003922,BRAND-4009,Coat,Bamboo Fabric,746.45,3,Low
ITEM-003923,BRAND-4093,Coat,Bamboo Fabric,224.29,1,Low
ITEM-003924,BRAND-2720,Jacket,Hemp,390.2,1,Low
ITEM-003925,BRAND-3260,Blouse,Tencel,74.23,2,Low
ITEM-003926,BRAND-0545,Dress,Bamboo Fabric,315.45,4,Medium
ITEM-003927,BRAND-4603,Coat,Organic Cotton,897.52,2,Low
ITEM-003928,BRAND-3218,Blouse,Organic Cotton,181.74,1,Low
ITEM-003929,BRAND-2618,Blouse,Vegan Leather,161.51,4,Medium
ITEM-003930,BRAND-0974,Sweater,Organic Cotton,414.6,2,Low
ITEM-003931,BRAND-4503,Blouse,Bamboo Fabric,127.16,1,Low
ITEM-003932,BRAND-3363,Dress,Tencel,190.25,1,Low
ITEM-003933,BRAND-0786,Sweater,Recycled Polyester,45.15,4,Medium
ITEM-003934,BRAND-4419,Dress,Tencel,524.44,1,Low
ITEM-003935,BRAND-0689,Sweater,Recycled Polyester,60.95,3,Low
ITEM-003936,BRAND-4912,T-shirt,Vegan Leather,100.81,10,High
ITEM-003937,BRAND-1448,Blouse,Hemp,117.71,1,Low
ITEM-003938,BRAND-2693,Activewear,Recycled Polyester,14.59,5,Medium
ITEM-003939,BRAND-3053,T-shirt,Recycled Polyester,88.35,6,Medium
ITEM-003940,BRAND-4373,Activewear,Bamboo Fabric,151.49,10,High
ITEM-003941,BRAND-1202,Sweater,Organic Cotton,379.48,3,Low
ITEM-003942,BRAND-3460,Dress,Organic Cotton,312.62,4,Medium
ITEM-003943,BRAND-4797,Jacket,Hemp,723.21,1,Low
ITEM-003944,BRAND-4327,T-shirt,Hemp,39.48,9,High
ITEM-003945,BRAND-3100,Skirt,Recycled Polyester,15.73,1,Low
ITEM-003946,BRAND-3997,Skirt,Recycled Polyester,174.02,1,Low
ITEM-003947,BRAND-0220,Dress,Hemp,316.7,2,Low
ITEM-003948,BRAND-3438,T-shirt,Hemp,107.03,6,Medium
ITEM-003949,BRAND-2773,Jacket,Bamboo Fabric,1190.19,3,Low
ITEM-003950,BRAND-3481,T-shirt,Bamboo Fabric,26.91,4,Medium
ITEM-003951,BRAND-2242,T-shirt,Organic Cotton,75.1,10,High
ITEM-003952,BRAND-1690,T-shirt,Vegan Leather,71.06,5,Medium
ITEM-003953,BRAND-1073,Blouse,Vegan Leather,123.92,2,Low
ITEM-003954,BRAND-2390,Jacket,Bamboo Fabric,648.29,1,Low
ITEM-003955,BRAND-3794,T-shirt,Vegan Leather,97.77,8,Medium
ITEM-003956,BRAND-4910,Activewear,Organic Cotton,72.95,5,Medium
ITEM-003957,BRAND-1838,Activewear,Vegan Leather,139.49,2,Low
ITEM-003958,BRAND-1117,Sweater,Hemp,493.82,9,High
ITEM-003959,BRAND-3035,T-shirt,Hemp,10.0,6,Medium
ITEM-003960,BRAND-0719,Jeans,Vegan Leather,140.56,6,Medium
ITEM-003961,BRAND-0814,Dress,Bamboo Fabric,53.64,1,Low
ITEM-003962,BRAND-1461,Blouse,Hemp,146.29,3,Low
ITEM-003963,BRAND-0269,T-shirt,Bamboo Fabric,64.3,11,High
ITEM-003964,BRAND-1477,Activewear,Organic Cotton,111.87,10,High
ITEM-003965,BRAND-2249,Dress,Recycled Polyester,87.97,1,Low
ITEM-003966,BRAND-0394,Sweater,Tencel,385.44,5,Medium
ITEM-003967,BRAND-4421,Coat,Tencel,890.94,1,Low
ITEM-003968,BRAND-2661,Sweater,Vegan Leather,370.49,6,Medium
ITEM-003969,BRAND-2026,Jacket,Vegan Leather,634.42,5,Medium
ITEM-003970,BRAND-0825,Jacket,Recycled Polyester,266.55,3,Low
ITEM-003971,BRAND-0760,Sweater,Organic Cotton,225.24,5,Medium
ITEM-003972,BRAND-1122,Jacket,Tencel,621.76,3,Low
ITEM-003973,BRAND-1869,Skirt,Tencel,195.47,1,Low
ITEM-003974,BRAND-3844,Blouse,Hemp,53.37,1,Low
ITEM-003975,BRAND-0338,Blouse,Recycled Polyester,201.71,2,Low
ITEM-003976,BRAND-3692,Shorts,Bamboo Fabric,60.94,2,Low
ITEM-003977,BRAND-4010,Dress,Recycled Polyester,408.22,1,Low
ITEM-003978,BRAND-0546,T-shirt,Bamboo Fabric,39.2,6,Medium
ITEM-003979,BRAND-0360,Sweater,Recycled Polyester,410.82,7,Medium
ITEM-003980,BRAND-2211,Sweater,Hemp,499.58,2,Low
ITEM-003981,BRAND-2101,Shorts,Bamboo Fabric,24.51,1,Low
ITEM-003982,BRAND-4265,Activewear,Tencel,196.17,4,Medium
ITEM-003983,BRAND-0599,Sweater,Bamboo Fabric,400.73,6,Medium
ITEM-003984,BRAND-3960,Coat,Tencel,560.22,1,Low
ITEM-003985,BRAND-1229,Sweater,Tencel,159.54,1,Low
ITEM-003986,BRAND-0035,Activewear,Recycled Polyester,290.46,4,Medium
ITEM-003987,BRAND-3679,Blouse,Vegan Leather,53.57,3,Low
ITEM-003988,BRAND-3811,Jeans,Bamboo Fabric,223.69,7,Medium
ITEM-003989,BRAND-3363,Skirt,Tencel,157.11,1,Low
ITEM-003990,BRAND-0592,Sweater,Vegan Leather,372.57,5,Medium
ITEM-003991,BRAND-2443,Coat,Recycled Polyester,502.69,1,Low
ITEM-003992,BRAND-2398,Jacket,Organic Cotton,214.24,2,Low
ITEM-003993,BRAND-3387,T-shirt,Bamboo Fabric,10.0,13,High
ITEM-003994,BRAND-3314,Activewear,Tencel,171.61,4,Medium
ITEM-003995,BRAND-3517,T-shirt,Vegan Leather,96.41,8,Medium
ITEM-003996,BRAND-1300,Jeans,Tencel,385.19,3,Low
ITEM-003997,BRAND-4909,Jeans,Hemp,220.9,6,Medium
ITEM-003998,BRAND-1526,Jacket,Recycled Polyester,156.34,5,Medium
ITEM-003999,BRAND-3492,Shorts,Hemp,29.03,1,Low
ITEM-004000,BRAND-3779,T-shirt,Tencel,106.42,9,High
ITEM-004001,BRAND-1647,Jeans,Vegan Leather,40.0,5,Medium
ITEM-004002,BRAND-4870,Sweater,Organic Cotton,393.89,1,Low
ITEM-004003,BRAND-3219,T-shirt,Recycled Polyester,58.27,7,Medium
ITEM-004004,BRAND-3982,Jacket,Recycled Polyester,539.47,1,Low
ITEM-004005,BRAND-4385,T-shirt,Recycled Polyester,129.68,10,High
ITEM-004006,BRAND-2454,Dress,Hemp,457.78,1,Low
ITEM-004007,BRAND-4711,Sweater,Recycled Polyester,44.22,1,Low
ITEM-004008,BRAND-3452,Skirt,Tencel,229.24,3,Low
ITEM-004009,BRAND-3656,Blouse,Recycled Polyester,334.35,4,Medium
ITEM-004010,BRAND-2234,Sweater,Organic Cotton,516.46,1,Low
ITEM-004011,BRAND-4825,Jeans,Vegan Leather,165.75,4,Medium
ITEM-004012,BRAND-4561,Sweater,Organic Cotton,108.22,3,Low
ITEM-004013,BRAND-2446,Sweater,Bamboo Fabric,61.76,2,Low
ITEM-004014,BRAND-1201,Coat,Hemp,439.74,2,Low
ITEM-004015,BRAND-2126,Skirt,Vegan Leather,82.18,3,Low
ITEM-004016,BRAND-4945,Jeans,Bamboo Fabric,226.51,3,Low
ITEM-004017,BRAND-1513,Shorts,Organic Cotton,87.27,3,Low
ITEM-004018,BRAND-4512,T-shirt,Organic Cotton,55.12,6,Medium
ITEM-004019,BRAND-1226,T-shirt,Hemp,192.49,11,High
ITEM-004020,BRAND-0536,Coat,Organic Cotton,256.79,2,Low
ITEM-004021,BRAND-1799,Shorts,Recycled Polyester,48.73,1,Low
ITEM-004022,BRAND-3274,T-shirt,Organic Cotton,22.17,13,High
ITEM-004023,BRAND-4564,Jacket,Bamboo Fabric,374.51,2,Low
ITEM-004024,BRAND-3843,Jeans,Recycled Polyester,121.09,4,Medium
ITEM-004025,BRAND-4407,Sweater,Bamboo Fabric,240.24,6,Medium
ITEM-004026,BRAND-2844,Jeans,Tencel,270.85,6,Medium
ITEM-004027,BRAND-1538,Jeans,Bamboo Fabric,159.98,6,Medium
ITEM-004028,BRAND-0172,Dress,Hemp,432.5,4,Medium
ITEM-004029,BRAND-2113,Blouse,Tencel,316.54,2,Low
ITEM-004030,BRAND-1477,Coat,Vegan Leather,444.19,1,Low
ITEM-004031,BRAND-0206,Blouse,Organic Cotton,145.38,2,Low
ITEM-004032,BRAND-2003,Jeans,Vegan Leather,106.34,9,High
ITEM-004033,BRAND-3216,Jeans,Recycled Polyester,91.84,8,Medium
ITEM-004034,BRAND-2953,T-shirt,Vegan Leather,29.84,8,Medium
ITEM-004035,BRAND-0549,Activewear,Tencel,66.99,8,Medium
ITEM-004036,BRAND-2234,T-shirt,Tencel,115.9,15,High
ITEM-004037,BRAND-0251,Coat,Bamboo Fabric,784.1,1,Low
ITEM-004038,BRAND-0088,Dress,Tencel,46.44,3,Low
ITEM-004039,BRAND-2395,Activewear,Recycled Polyester,320.42,7,Medium
ITEM-004040,BRAND-1762,Jeans,Tencel,317.89,9,High
ITEM-004041,BRAND-0786,Jeans,Hemp,32.53,8,Medium
ITEM-004042,BRAND-3478,Jeans,Organic Cotton,187.04,3,Low
ITEM-004043,BRAND-0563,Dress,Tencel,414.73,3,Low
ITEM-004044,BRAND-0964,Coat,Hemp,644.61,1,Low
ITEM-004045,BRAND-3118,Jacket,Organic Cotton,278.6,1,Low
ITEM-004046,BRAND-0352,Jeans,Bamboo Fabric,132.31,6,Medium
ITEM-004047,BRAND-3174,Blouse,Vegan Leather,77.66,2,Low
ITEM-004048,BRAND-4870,Jeans,Recycled Polyester,286.0,4,Medium
ITEM-004049,BRAND-1039,Blouse,Bamboo Fabric,215.56,4,Medium
ITEM-004050,BRAND-3359,Blouse,Recycled Polyester,78.69,1,Low
ITEM-004051,BRAND-0855,Dress,Organic Cotton,209.55,2,Low
ITEM-004052,BRAND-4870,Blouse,Hemp,288.47,1,Low
ITEM-004053,BRAND-1063,T-shirt,Organic Cotton,31.79,6,Medium
ITEM-004054,BRAND-1848,Shorts,Bamboo Fabric,215.3,4,Medium
ITEM-004055,BRAND-1570,Jeans,Tencel,15.68,6,Medium
ITEM-004056,BRAND-2163,Jeans,Tencel,288.15,9,High
ITEM-004057,BRAND-0910,Sweater,Recycled Polyester,158.88,3,Low
ITEM-004058,BRAND-2524,Coat,Bamboo Fabric,159.41,1,Low
ITEM-004059,BRAND-4393,Sweater,Vegan Leather,156.38,2,Low
ITEM-004060,BRAND-0292,Shorts,Organic Cotton,37.03,5,Medium
ITEM-004061,BRAND-3499,Jacket,Bamboo Fabric,240.51,5,Medium
ITEM-004062,BRAND-4325,T-shirt,Tencel,96.27,9,High
ITEM-004063,BRAND-1588,Sweater,Vegan Leather,243.2,2,Low
ITEM-004064,BRAND-3292,Jeans,Organic Cotton,68.38,4,Medium
ITEM-004065,BRAND-4441,Jacket,Vegan Leather,205.12,1,Low
ITEM-004066,BRAND-2590,Blouse,Recycled Polyester,354.64,1,Low
ITEM-004067,BRAND-1221,T-shirt,Bamboo Fabric,18.56,7,Medium
ITEM-004068,BRAND-3150,Dress,Tencel,405.64,2,Low
ITEM-004069,BRAND-1228,Sweater,Hemp,385.68,2,Low
ITEM-004070,BRAND-4695,Coat,Tencel,772.26,3,Low
ITEM-004071,BRAND-4319,Dress,Organic Cotton,480.74,3,Low
ITEM-004072,BRAND-2827,T-shirt,Hemp,91.91,6,Medium
ITEM-004073,BRAND-1610,Sweater,Hemp,325.05,2,Low
ITEM-004074,BRAND-2732,Activewear,Vegan Leather,114.54,3,Low
ITEM-004075,BRAND-4256,Jeans,Hemp,320.99,8,Medium
ITEM-004076,BRAND-1031,Jacket,Recycled Polyester,264.72,4,Medium
ITEM-004077,BRAND-2885,Coat,Hemp,185.1,2,Low
ITEM-004078,BRAND-4178,T-shirt,Recycled Polyester,33.93,8,Medium
ITEM-004079,BRAND-1392,Sweater,Recycled Polyester,185.8,2,Low
ITEM-004080,BRAND-3706,Jacket,Organic Cotton,250.77,2,Low
ITEM-004081,BRAND-3778,Sweater,Recycled Polyester,333.26,4,Medium
ITEM-004082,BRAND-2076,Coat,Organic Cotton,683.09,1,Low
ITEM-004083,BRAND-2114,Jacket,Vegan Leather,779.01,1,Low
ITEM-004084,BRAND-3816,Dress,Organic Cotton,234.61,1,Low
ITEM-004085,BRAND-0175,Sweater,Bamboo Fabric,126.56,1,Low
ITEM-004086,BRAND-0257,Activewear,Recycled Polyester,71.63,4,Medium
ITEM-004087,BRAND-2045,Activewear,Hemp,61.75,6,Medium
ITEM-004088,BRAND-3319,Activewear,Tencel,13.73,12,High
ITEM-004089,BRAND-1743,Jacket,Vegan Leather,329.35,1,Low
ITEM-004090,BRAND-0857,Jacket,Hemp,584.16,1,Low
ITEM-004091,BRAND-0582,Jeans,Bamboo Fabric,227.32,5,Medium
ITEM-004092,BRAND-3253,Dress,Hemp,263.7,1,Low
ITEM-004093,BRAND-2736,Coat,Vegan Leather,568.71,3,Low
ITEM-004094,BRAND-0831,Skirt,Recycled Polyester,328.09,1,Low
ITEM-004095,BRAND-1674,Sweater,Vegan Leather,139.74,4,Medium
ITEM-004096,BRAND-4726,T-shirt,Tencel,53.17,12,High
ITEM-004097,BRAND-4128,T-shirt,Bamboo Fabric,22.51,6,Medium
ITEM-004098,BRAND-4229,Activewear,Organic Cotton,125.17,4,Medium
ITEM-004099,BRAND-2107,Dress,Organic Cotton,168.92,1,Low
ITEM-004100,BRAND-0298,T-shirt,Recycled Polyester,115.17,12,High
ITEM-004101,BRAND-0781,Activewear,Organic Cotton,72.64,7,Medium
ITEM-004102,BRAND-4053,Jacket,Recycled Polyester,306.92,1,Low
ITEM-004103,BRAND-2042,Jeans,Bamboo Fabric,26.08,2,Low
ITEM-004104,BRAND-0869,Skirt,Tencel,67.48,4,Medium
ITEM-004105,BRAND-1963,T-shirt,Hemp,91.42,6,Medium
ITEM-004106,BRAND-4957,Blouse,Organic Cotton,217.18,1,Low
ITEM-004107,BRAND-2231,Jacket,Recycled Polyester,28.77,4,Medium
ITEM-004108,BRAND-4283,Coat,Vegan Leather,725.78,1,Low
ITEM-004109,BRAND-4665,Coat,Hemp,355.43,1,Low
ITEM-004110,BRAND-2891,Coat,Vegan Leather,635.23,3,Low
ITEM-004111,BRAND-2559,Blouse,Vegan Leather,219.81,2,Low
ITEM-004112,BRAND-4460,Blouse,Hemp,136.42,3,Low
ITEM-004113,BRAND-2489,Shorts,Tencel,107.0,5,Medium
ITEM-004114,BRAND-0563,Jeans,Organic Cotton,251.09,6,Medium
ITEM-004115,BRAND-4872,T-shirt,Tencel,56.03,9,High
ITEM-004116,BRAND-1922,Blouse,Organic Cotton,66.8,1,Low
ITEM-004117,BRAND-4822,Blouse,Organic Cotton,232.62,2,Low
ITEM-004118,BRAND-1994,Coat,Bamboo Fabric,665.63,1,Low
ITEM-004119,BRAND-2220,Shorts,Hemp,92.1,6,Medium
ITEM-004120,BRAND-3957,Activewear,Tencel,271.0,3,Low
ITEM-004121,BRAND-0123,T-shirt,Tencel,150.48,13,High
ITEM-004122,BRAND-0621,Skirt,Vegan Leather,219.45,1,Low
ITEM-004123,BRAND-1522,T-shirt,Hemp,55.87,5,Medium
ITEM-004124,BRAND-1801,Dress,Bamboo Fabric,368.24,1,Low
ITEM-004125,BRAND-1536,Dress,Bamboo Fabric,129.02,3,Low
ITEM-004126,BRAND-0037,Skirt,Organic Cotton,203.04,1,Low
ITEM-004127,BRAND-1352,Jacket,Tencel,282.78,2,Low
ITEM-004128,BRAND-4369,Jacket,Recycled Polyester,505.46,1,Low
ITEM-004129,BRAND-4658,T-shirt,Organic Cotton,39.78,11,High
ITEM-004130,BRAND-2409,Shorts,Bamboo Fabric,52.59,4,Medium
ITEM-004131,BRAND-2784,Jacket,Tencel,137.57,2,Low
ITEM-004132,BRAND-4540,Sweater,Hemp,222.51,4,Medium
ITEM-004133,BRAND-3893,Jeans,Hemp,364.66,3,Low
ITEM-004134,BRAND-1839,Coat,Vegan Leather,639.48,2,Low
ITEM-004135,BRAND-2036,Dress,Organic Cotton,118.42,3,Low
ITEM-004136,BRAND-2943,Shorts,Vegan Leather,170.81,1,Low
ITEM-004137,BRAND-2754,Sweater,Tencel,284.53,2,Low
ITEM-004138,BRAND-4704,Blouse,Tencel,438.09,2,Low
ITEM-004139,BRAND-0384,Dress,Organic Cotton,129.06,1,Low
ITEM-004140,BRAND-4187,Sweater,Organic Cotton,131.27,5,Medium
ITEM-004141,BRAND-4733,Blouse,Organic Cotton,22.3,1,Low
ITEM-004142,BRAND-0272,Sweater,Bamboo Fabric,235.77,1,Low
ITEM-004143,BRAND-2656,Jacket,Vegan Leather,641.31,3,Low
ITEM-004144,BRAND-1866,Sweater,Tencel,320.59,5,Medium
ITEM-004145,BRAND-1546,Activewear,Vegan Leather,124.8,9,High
ITEM-004146,BRAND-0514,T-shirt,Organic Cotton,55.31,6,Medium
ITEM-004147,BRAND-4279,Coat,Hemp,788.61,1,Low
ITEM-004148,BRAND-3070,Jacket,Vegan Leather,669.06,2,Low
ITEM-004149,BRAND-0664,Jacket,Hemp,701.81,1,Low
ITEM-004150,BRAND-1495,Jacket,Hemp,57.03,2,Low
ITEM-004151,BRAND-0365,Skirt,Tencel,131.61,1,Low
ITEM-004152,BRAND-0084,Dress,Organic Cotton,248.29,1,Low
ITEM-004153,BRAND-1165,Sweater,Recycled Polyester,340.89,4,Medium
ITEM-004154,BRAND-0246,Shorts,Hemp,10.0,4,Medium
ITEM-004155,BRAND-1887,Dress,Hemp,13.6,2,Low
ITEM-004156,BRAND-4086,Jacket,Tencel,123.67,2,Low
ITEM-004157,BRAND-2622,Jacket,Vegan Leather,243.67,1,Low
ITEM-004158,BRAND-3047,Skirt,Tencel,115.12,1,Low
ITEM-004159,BRAND-0955,Skirt,Vegan Leather,29.1,3,Low
ITEM-004160,BRAND-2028,T-shirt,Vegan Leather,100.72,11,High
ITEM-004161,BRAND-0111,Coat,Bamboo Fabric,349.42,1,Low
ITEM-004162,BRAND-4913,Coat,Recycled Polyester,1491.67,1,Low
ITEM-004163,BRAND-4101,Shorts,Vegan Leather,107.07,5,Medium
ITEM-004164,BRAND-4024,Coat,Vegan Leather,553.85,5,Medium
ITEM-004165,BRAND-3468,Blouse,Hemp,141.57,2,Low
ITEM-004166,BRAND-3784,Activewear,Organic Cotton,37.54,8,Medium
ITEM-004167,BRAND-0470,Sweater,Hemp,149.57,1,Low
ITEM-004168,BRAND-3287,T-shirt,Bamboo Fabric,98.14,14,High
ITEM-004169,BRAND-4012,Jacket,Bamboo Fabric,657.51,3,Low
ITEM-004170,BRAND-2266,T-shirt,Hemp,164.45,14,High
ITEM-004171,BRAND-1096,Jacket,Hemp,422.4,1,Low
ITEM-004172,BRAND-2268,Jacket,Bamboo Fabric,449.54,2,Low
ITEM-004173,BRAND-4394,Sweater,Vegan Leather,17.04,1,Low
ITEM-004174,BRAND-3023,Jeans,Tencel,106.33,4,Medium
ITEM-004175,BRAND-3591,Activewear,Tencel,90.06,9,High
ITEM-004176,BRAND-0898,T-shirt,Organic Cotton,23.36,9,High
ITEM-004177,BRAND-2338,Jacket,Recycled Polyester,544.18,2,Low
ITEM-004178,BRAND-1299,Blouse,Organic Cotton,39.74,3,Low
ITEM-004179,BRAND-2189,Shorts,Organic Cotton,157.87,1,Low
ITEM-004180,BRAND-4201,Jeans,Vegan Leather,129.29,8,Medium
ITEM-004181,BRAND-4440,Jeans,Organic Cotton,23.69,4,Medium
ITEM-004182,BRAND-0471,Sweater,Organic Cotton,135.56,6,Medium
ITEM-004183,BRAND-2018,Dress,Vegan Leather,415.15,3,Low
ITEM-004184,BRAND-0851,Coat,Tencel,783.03,1,Low
ITEM-004185,BRAND-1608,Jeans,Recycled Polyester,108.02,3,Low
ITEM-004186,BRAND-2806,Jacket,Vegan Leather,282.9,2,Low
ITEM-004187,BRAND-3834,Blouse,Vegan Leather,198.54,1,Low
ITEM-004188,BRAND-4491,T-shirt,Organic Cotton,24.96,5,Medium
ITEM-004189,BRAND-0616,Skirt,Vegan Leather,269.67,2,Low
ITEM-004190,BRAND-4431,Dress,Bamboo Fabric,261.77,3,Low
ITEM-004191,BRAND-2829,T-shirt,Vegan Leather,76.13,10,High
ITEM-004192,BRAND-2540,Jeans,Bamboo Fabric,136.62,6,Medium
ITEM-004193,BRAND-2532,Coat,Bamboo Fabric,522.78,1,Low
ITEM-004194,BRAND-0399,T-shirt,Hemp,10.03,8,Medium
ITEM-004195,BRAND-0067,Activewear,Recycled Polyester,223.75,5,Medium
ITEM-004196,BRAND-1369,Dress,Bamboo Fabric,207.28,1,Low
ITEM-004197,BRAND-3607,Skirt,Vegan Leather,31.46,2,Low
ITEM-004198,BRAND-3328,T-shirt,Vegan Leather,53.75,12,High
ITEM-004199,BRAND-3506,Dress,Organic Cotton,148.1,4,Medium
ITEM-004200,BRAND-0471,Sweater,Bamboo Fabric,213.46,4,Medium
ITEM-004201,BRAND-4585,Jacket,Bamboo Fabric,776.09,2,Low
ITEM-004202,BRAND-2804,T-shirt,Organic Cotton,93.44,12,High
ITEM-004203,BRAND-3859,T-shirt,Organic Cotton,114.01,10,High
ITEM-004204,BRAND-1930,Blouse,Bamboo Fabric,39.08,1,Low
ITEM-004205,BRAND-1898,Shorts,Vegan Leather,38.75,4,Medium
ITEM-004206,BRAND-4218,Activewear,Organic Cotton,204.21,6,Medium
ITEM-004207,BRAND-0375,T-shirt,Bamboo Fabric,120.18,7,Medium
ITEM-004208,BRAND-3242,Coat,Bamboo Fabric,393.21,1,Low
ITEM-004209,BRAND-2845,Shorts,Hemp,41.54,5,Medium
ITEM-004210,BRAND-1807,Blouse,Vegan Leather,334.15,3,Low
ITEM-004211,BRAND-1179,Activewear,Hemp,232.54,4,Medium
ITEM-004212,BRAND-0477,Dress,Hemp,55.39,1,Low
ITEM-004213,BRAND-3964,Dress,Recycled Polyester,318.28,5,Medium
ITEM-004214,BRAND-0163,Jeans,Hemp,323.78,4,Medium
ITEM-004215,BRAND-3869,Jeans,Hemp,156.12,7,Medium
ITEM-004216,BRAND-3981,Jacket,Vegan Leather,280.45,4,Medium
ITEM-004217,BRAND-0693,Sweater,Hemp,276.99,3,Low
ITEM-004218,BRAND-4924,Jacket,Vegan Leather,645.79,6,Medium
ITEM-004219,BRAND-0324,Dress,Vegan Leather,161.56,4,Medium
ITEM-004220,BRAND-4241,Dress,Recycled Polyester,235.76,2,Low
ITEM-004221,BRAND-0059,Shorts,Tencel,44.99,2,Low
ITEM-004222,BRAND-0303,Jeans,Recycled Polyester,56.02,8,Medium
ITEM-004223,BRAND-0461,Jacket,Vegan Leather,966.96,4,Medium
ITEM-004224,BRAND-4965,Coat,Recycled Polyester,579.33,1,Low
ITEM-004225,BRAND-3159,Sweater,Tencel,315.15,1,Low
ITEM-004226,BRAND-4023,Activewear,Recycled Polyester,252.18,7,Medium
ITEM-004227,BRAND-2734,Skirt,Organic Cotton,195.62,5,Medium
ITEM-004228,BRAND-1433,Activewear,Recycled Polyester,193.15,8,Medium
ITEM-004229,BRAND-2788,T-shirt,Recycled Polyester,62.55,5,Medium
ITEM-004230,BRAND-0946,Skirt,Bamboo Fabric,269.9,1,Low
ITEM-004231,BRAND-3615,T-shirt,Vegan Leather,37.8,8,Medium
ITEM-004232,BRAND-1395,T-shirt,Vegan Leather,38.02,8,Medium
ITEM-004233,BRAND-0954,Activewear,Hemp,202.6,7,Medium
ITEM-004234,BRAND-3764,Jacket,Vegan Leather,153.6,1,Low
ITEM-004235,BRAND-4285,Blouse,Vegan Leather,29.93,1,Low
ITEM-004236,BRAND-4473,Blouse,Vegan Leather,11.47,3,Low
ITEM-004237,BRAND-0723,Dress,Organic Cotton,330.81,3,Low
ITEM-004238,BRAND-1231,Blouse,Bamboo Fabric,284.69,1,Low
ITEM-004239,BRAND-0743,Sweater,Hemp,204.02,3,Low
ITEM-004240,BRAND-2422,Sweater,Hemp,433.44,2,Low
ITEM-004241,BRAND-2943,T-shirt,Bamboo Fabric,143.27,6,Medium
ITEM-004242,BRAND-3901,Shorts,Recycled Polyester,24.49,5,Medium
ITEM-004243,BRAND-0062,Sweater,Organic Cotton,60.35,2,Low
ITEM-004244,BRAND-3757,Jeans,Hemp,22.47,7,Medium
ITEM-004245,BRAND-3856,Jeans,Recycled Polyester,72.78,4,Medium
ITEM-004246,BRAND-1701,Jacket,Recycled Polyester,214.98,3,Low
ITEM-004247,BRAND-0040,Jacket,Organic Cotton,192.38,2,Low
ITEM-004248,BRAND-2418,Shorts,Hemp,42.79,4,Medium
ITEM-004249,BRAND-1551,Blouse,Tencel,239.59,1,Low
ITEM-004250,BRAND-4389,Shorts,Organic Cotton,136.34,3,Low
ITEM-004251,BRAND-0121,Dress,Recycled Polyester,193.26,1,Low
ITEM-004252,BRAND-3106,Jeans,Organic Cotton,30.91,6,Medium
ITEM-004253,BRAND-4339,Sweater,Hemp,112.57,6,Medium
ITEM-004254,BRAND-1426,Jacket,Recycled Polyester,721.95,3,Low
ITEM-004255,BRAND-3298,T-shirt,Hemp,10.0,5,Medium
ITEM-004256,BRAND-2780,Sweater,Bamboo Fabric,22.41,2,Low
ITEM-004257,BRAND-4490,Jeans,Bamboo Fabric,267.64,3,Low
ITEM-004258,BRAND-1538,Coat,Hemp,432.28,1,Low
ITEM-004259,BRAND-2974,Jacket,Bamboo Fabric,446.19,1,Low
ITEM-004260,BRAND-4397,Coat,Organic Cotton,640.13,1,Low
ITEM-004261,BRAND-0392,Skirt,Recycled Polyester,317.8,2,Low
ITEM-004262,BRAND-4314,Shorts,Hemp,103.22,3,Low
ITEM-004263,BRAND-0249,T-shirt,Organic Cotton,62.7,8,Medium
ITEM-004264,BRAND-4836,Activewear,Hemp,82.61,6,Medium
ITEM-004265,BRAND-2451,Dress,Organic Cotton,310.07,1,Low
ITEM-004266,BRAND-2611,T-shirt,Hemp,18.46,5,Medium
